Year,Season,seasonID,Area,Biomes,Count,areaID,Trend,Rainfall
2008,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",,38,2.0085,76.8
2009,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",4,38,2.0095,97.7
2010,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",,38,2.0105,118.6
2011,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",10,38,2.0115,84.9
2012,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",4,38,2.0125,51.2
2013,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",12,38,2.0135,53.5
2014,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",,38,2.0145,55.8
2015,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",,38,2.0155,107.1
2016,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",7,38,2.0165,158.4
2017,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",30,38,2.0175,81.1
2018,winter,2,Gulf Fall and Uplands,"Tropical and subtropical grasslands, savannas, and shrublands",18,38,2.0185,3.8
2000,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00025,152.4
2001,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",30,39,2.00125,133.5
2002,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00225,114.6
2003,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00325,83.45
2004,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00425,52.3
2005,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00525,283.875
2006,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00625,515.45
2007,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00725,315.925
2008,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",40,39,2.00825,116.4
2009,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00925,268.85
2010,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",2,39,2.01025,421.3
2011,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.01125,365.05
2012,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.01225,308.8
2013,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",25,39,2.01325,280.9
2014,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.01425,253
2015,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",22,39,2.01525,261.65
2016,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",75,39,2.01625,270.3
2017,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",277,39,2.01725,261.05
2018,autumn,1,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",529,39,2.01825,251.8
2000,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00075,178.1
2001,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",2,39,2.00175,101.75
2002,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00275,25.4
2003,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00375,26.3
2004,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",4,39,2.00475,27.2
2005,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00575,18.4
2006,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",2,39,2.00675,9.6
2007,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00775,99.4
2008,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",25,39,2.00875,189.2
2009,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.00975,149.1
2010,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",3,39,2.01075,109
2011,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",3,39,2.01175,79.1
2012,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.01275,49.2
2013,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",28,39,2.01375,32.1
2014,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",32,39,2.01475,15
2015,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",14,39,2.01575,58.25
2016,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",112,39,2.01675,101.5
2017,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",39,39,2.01775,120.95
2018,spring,3,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",33,39,2.01875,140.4
2000,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",10,39,2,757.8
2001,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.001,601.5
2002,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.002,445.2
2003,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.003,578.1
2004,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.004,711
2005,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.005,693.9
2006,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.006,676.8
2007,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.007,505.8
2008,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",8,39,2.008,334.8
2009,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.009,719.8
2010,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",1,39,2.01,1104.8
2011,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.011,790.35
2012,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.012,475.9
2013,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.013,569.15
2014,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.014,662.4
2015,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",2,39,2.015,632.2
2016,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.016,602
2017,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",8,39,2.017,542.2
2018,summer,0,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",37,39,2.018,482.4
2000,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0005,67.8
2001,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0015,33.9
2002,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0025,186
2003,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0035,186
2004,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0045,186
2005,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0055,15.8
2006,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0065,31.6
2007,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0075,15.8
2008,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",3,39,2.0085,186
2009,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",7,39,2.0095,186
2010,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",49,39,2.0105,186
2011,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",8,39,2.0115,3.4
2012,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",4,39,2.0125,6.8
2013,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0135,6.2
2014,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",29,39,2.0145,5.6
2015,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",,39,2.0155,25.4
2016,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",56,39,2.0165,45.2
2017,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",149,39,2.0175,22.6
2018,winter,2,Gulf Plains,"Tropical and subtropical grasslands, savannas, and shrublands",36,39,2.0185,83.8
2000,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00025,167.6
2001,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00125,142.45
2002,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00225,117.3
2003,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00325,136.6
2004,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00425,155.9
2005,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00525,132.55
2006,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00625,109.2
2007,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00725,78.9
2008,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00825,48.6
2009,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00925,62.15
2010,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01025,75.7
2011,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01125,68.75
2012,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01225,61.8
2013,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01325,87.4
2014,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01425,113
2015,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01525,96.65
2016,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01625,80.3
2017,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01725,46.9
2018,autumn,1,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01825,13.5
2000,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00075,126
2001,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00175,81.6
2002,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00275,37.2
2003,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00375,68.35
2004,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00475,99.5
2005,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00575,68.4
2006,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00675,37.3
2007,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00775,89.4
2008,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00875,141.5
2009,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.00975,107.1
2010,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01075,72.7
2011,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01175,63.35
2012,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01275,54
2013,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01375,76.55
2014,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01475,99.1
2015,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01575,73.5
2016,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01675,47.9
2017,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01775,81.6
2018,spring,3,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01875,115.3
2000,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2,238.4
2001,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.001,152.7
2002,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.002,67
2003,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.003,73.45
2004,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.004,79.9
2005,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.005,110.05
2006,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.006,140.2
2007,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.007,97.9
2008,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.008,55.6
2009,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.009,44.65
2010,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.01,33.7
2011,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.011,64.85
2012,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.012,96
2013,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.013,192.5
2014,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.014,289
2015,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.015,193.7
2016,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.016,98.4
2017,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.017,160.15
2018,summer,0,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.018,221.9
2000,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0005,112.4
2001,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0015,76.55
2002,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0025,40.7
2003,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0035,68.05
2004,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0045,95.4
2005,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0055,65.9
2006,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0065,36.4
2007,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0075,68.75
2008,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0085,101.1
2009,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0095,94.85
2010,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0105,88.6
2011,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0115,83.05
2012,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0125,77.5
2013,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0135,87.35
2014,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0145,97.2
2015,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0155,116.2
2016,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0165,135.2
2017,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0175,117.75
2018,winter,2,Hampton,"Mediterranean forests, woodlands, and scrub",,40,2.0185,100.3
2000,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00025,124
2001,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00125,175.7
2002,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00225,227.4
2003,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",2,41,2.00325,178
2004,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",30,41,2.00425,128.6
2005,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",14,41,2.00525,103.9
2006,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",7,41,2.00625,79.2
2007,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00725,188.9
2008,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",5,41,2.00825,298.6
2009,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00925,212.2
2010,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01025,125.8
2011,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01125,113
2012,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01225,100.2
2013,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01325,136.6
2014,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01425,173
2015,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01525,219.2
2016,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.01625,265.4
2017,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01725,192.8
2018,autumn,1,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01825,120.2
2000,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00075,96
2001,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00175,133.7
2002,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00275,171.4
2003,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00375,129
2004,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",8,41,2.00475,86.6
2005,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00575,91.8
2006,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00675,97
2007,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00775,140.3
2008,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.00875,183.6
2009,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.00975,141.1
2010,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01075,98.6
2011,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",4,41,2.01175,159.7
2012,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01275,220.8
2013,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01375,170.2
2014,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01475,119.6
2015,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.01575,153
2016,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.01675,186.4
2017,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01775,119.8
2018,spring,3,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01875,53.2
2000,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2,43.6
2001,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.001,61.7
2002,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.002,79.8
2003,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.003,50.1
2004,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.004,20.4
2005,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",22,41,2.005,43.1
2006,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",12,41,2.006,65.8
2007,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.007,45
2008,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",16,41,2.008,24.2
2009,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",3,41,2.009,12.5
2010,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.01,0.8
2011,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.011,28.2
2012,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",2,41,2.012,55.6
2013,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.013,29
2014,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",2,41,2.014,2.4
2015,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",2,41,2.015,50.9
2016,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",1,41,2.016,99.4
2017,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.017,83.3
2018,summer,0,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.018,67.2
2000,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0005,343.6
2001,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0015,365.4
2002,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0025,387.2
2003,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0035,392.1
2004,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",28,41,2.0045,397
2005,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0055,355.8
2006,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0065,314.6
2007,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0075,318.8
2008,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0085,323
2009,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0095,252.1
2010,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0105,181.2
2011,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0115,252
2012,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0125,322.8
2013,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0135,367.1
2014,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0145,411.4
2015,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0155,392.2
2016,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0165,373
2017,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0175,432.5
2018,winter,2,Jarrah Forest,"Mediterranean forests, woodlands, and scrub",,41,2.0185,492
2000,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",77,42,2.00025,126.8
2001,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",,42,2.00125,98
2002,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.00225,69.2
2003,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",4,42,2.00325,59.5
2004,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",9,42,2.00425,49.8
2005,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",19,42,2.00525,73.65
2006,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",8,42,2.00625,97.5
2007,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",134,42,2.00725,86.05
2008,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",44,42,2.00825,74.6
2009,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",709,42,2.00925,98.1
2010,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",134,42,2.01025,121.6
2011,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",128,42,2.01125,151.8
2012,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",106,42,2.01225,182
2013,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",100,42,2.01325,131.2
2014,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",92,42,2.01425,80.4
2015,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",41,42,2.01525,89.4
2016,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",90,42,2.01625,98.4
2017,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",347,42,2.01725,83.7
2018,autumn,1,Kanmantoo,"Mediterranean forests, woodlands, and scrub",107,42,2.01825,69
2000,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",5,42,2.00075,121.4
2001,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",8,42,2.00175,110.2
2002,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",7,42,2.00275,99
2003,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",58,42,2.00375,89.8
2004,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",12,42,2.00475,80.6
2005,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",2,42,2.00575,68.5
2006,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",,42,2.00675,56.4
2007,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",28,42,2.00775,48.3
2008,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",44,42,2.00875,40.2
2009,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",108,42,2.00975,107.2
2010,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",230,42,2.01075,174.2
2011,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",233,42,2.01175,126.85
2012,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",357,42,2.01275,79.5
2013,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",116,42,2.01375,61.65
2014,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",138,42,2.01475,43.8
2015,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",58,42,2.01575,125.6
2016,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",189,42,2.01675,207.4
2017,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",270,42,2.01775,144.4
2018,spring,3,Kanmantoo,"Mediterranean forests, woodlands, and scrub",319,42,2.01875,81.4
2000,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",7,42,2,127.8
2001,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",,42,2.001,91.8
2002,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",,42,2.002,55.8
2003,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",5,42,2.003,48.95
2004,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",17,42,2.004,42.1
2005,summer,0,Kanmantoo,"Mediterranean forests, woodlands, and scrub",10,42,2.005,70.45
